Determiner,Pronoun_Male,Pronoun_Female,Technical_Word,Relationship_And_Personal_Life,Preposition,Common_Word_Count,Gender
132,11,2,50,40,198,88,1
131,5,2,31,34,188,93,1
67,4,1,21,19,106,79,1
143,7,2,44,40,214,86,1
154,11,0,39,30,205,105,1
96,1,0,17,27,129,67,1
93,6,5,44,30,147,88,1
168,5,1,22,43,207,95,1
119,13,0,27,35,164,89,1
182,31,8,38,48,274,93,1
123,5,0,39,34,193,99,1
147,1,0,62,40,218,86,1
122,5,0,20,26,131,80,1
73,1,1,26,19,121,77,1
141,4,5,31,38,192,81,1
103,14,0,25,47,141,89,1
115,8,2,30,32,168,92,1
123,13,3,29,23,145,85,1
75,6,0,31,20,134,81,1
102,4,5,48,34,180,97,1
129,3,4,34,29,222,90,1
121,8,1,36,33,153,87,1
107,0,0,21,20,127,79,1
94,3,9,20,23,163,77,1
68,1,1,17,26,116,83,1
92,5,4,16,36,169,67,1
132,2,0,52,43,169,88,1
115,5,0,29,28,149,83,1
100,4,1,35,47,170,89,1
104,0,1,43,43,119,66,1
136,6,4,29,38,177,89,1
127,0,1,48,38,201,79,1
102,12,1,18,33,144,80,1
105,0,0,7,7,114,36,1
108,4,1,40,24,180,91,1
131,7,0,26,46,233,89,1
142,4,3,25,63,205,87,1
96,2,0,53,22,187,76,1
136,0,1,30,59,137,77,1
95,8,0,18,31,108,61,1
166,24,1,37,43,210,90,1
82,13,0,22,32,137,84,1
93,5,1,44,32,186,84,1
77,0,0,19,25,138,73,1
119,10,4,22,46,152,90,1
75,0,0,17,37,105,58,1
97,1,0,27,27,166,78,1
93,0,0,12,24,143,75,1
101,1,1,22,26,196,79,1
97,2,1,30,20,143,76,1
132,5,6,23,27,200,86,1
41,5,2,11,29,76,71,1
105,4,0,43,19,144,101,1
116,1,0,31,28,162,81,1
64,2,0,32,47,109,69,1
83,1,1,20,24,120,78,1
152,15,5,20,29,171,89,1
134,1,2,34,49,201,86,1
88,1,1,30,22,159,65,1
102,0,2,35,26,138,80,1
131,2,2,38,37,165,86,1
121,3,1,31,26,137,86,1
111,24,5,31,38,175,92,1
144,3,8,44,49,196,91,1
91,1,3,26,23,100,81,1
99,5,3,26,43,154,87,1
140,4,5,64,27,188,85,1
99,0,0,24,41,131,74,1
74,12,3,23,24,134,89,1
82,1,1,21,26,139,76,1
112,0,0,40,43,167,76,1
114,1,1,45,28,159,77,1
104,3,0,39,23,208,88,1
85,6,2,24,30,103,77,1
82,2,0,18,38,143,81,0
75,1,1,19,40,147,73,0
89,1,0,52,35,120,66,0
48,0,0,23,20,147,73,0
111,4,10,34,21,146,82,0
113,1,0,35,55,202,80,0
112,4,1,41,51,201,88,0
70,6,3,20,58,122,85,0
72,1,1,23,38,170,82,0
68,5,4,38,38,213,84,0
97,3,8,23,47,128,80,0
77,0,5,19,45,184,78,0
76,8,5,17,45,157,81,0
85,0,0,26,40,270,66,0
105,2,11,32,31,178,96,0
52,4,2,14,36,91,67,0
72,4,2,17,25,135,73,0
78,43,12,28,32,108,85,0
75,2,1,29,28,125,83,0
111,5,8,28,41,161,86,0
97,7,1,40,44,167,86,0
114,4,2,31,31,195,89,0
89,6,13,20,36,119,84,0
121,7,19,25,35,163,88,0
113,11,8,32,32,154,87,0
94,13,7,34,51,167,91,0
53,0,1,42,26,105,55,0
83,0,7,17,16,134,69,0
118,2,1,33,33,196,83,0
118,4,11,31,27,167,89,0
114,6,8,32,39,161,93,0
104,10,1,24,26,182,80,0
83,5,5,28,42,109,83,0
149,0,10,39,49,223,93,0
84,2,1,29,30,140,79,0
112,8,29,14,82,242,72,0
77,0,0,11,45,266,64,0
73,1,2,20,22,110,74,0
82,4,3,18,23,118,66,0
155,10,5,65,34,232,96,0
56,0,0,27,35,187,68,0
79,4,1,10,51,251,73,0
70,9,12,13,47,101,73,0
124,7,2,36,53,222,89,0
105,2,0,24,52,171,92,0
85,0,0,18,56,277,65,0
75,6,8,19,41,106,75,0
60,1,0,17,35,89,65,0
138,2,2,27,37,167,83,0
86,0,0,24,40,267,65,0
151,7,5,39,66,223,97,0
117,1,3,39,53,176,87,0
92,3,3,29,34,170,84,0
64,6,1,22,27,102,76,0
114,0,0,24,46,170,72,0
104,1,4,26,44,160,77,0
93,4,17,50,50,183,95,0
132,5,1,34,31,185,86,0
88,11,1,25,33,121,88,0
92,1,0,60,31,188,75,0
74,10,0,28,33,84,72,0
111,0,0,30,39,159,85,0
79,1,1,19,23,112,74,0
80,1,4,22,34,150,77,0
125,13,7,33,54,174,90,0
131,4,2,27,41,149,82,0
94,7,3,31,33,131,82,0
104,11,3,20,29,158,87,0
86,0,0,16,51,287,63,0
81,2,6,14,33,147,78,0
93,1,8,20,62,149,83,0
109,1,6,32,73,192,85,0
99,8,2,38,37,119,85,0
36,0,0,30,21,83,45,0
135,6,8,33,57,169,89,0
120,6,7,15,50,177,87,0
124,23,7,33,37,180,95,0
71,0,0,8,56,86,51,0
86,5,1,30,41,239,94,0
95,0,3,30,34,180,86,0
63,6,4,12,40,82,73,0
80,0,9,28,27,121,81,0
156,23,20,30,37,174,93,0
67,1,0,11,46,229,64,0
116,9,7,30,46,166,90,0
91,2,5,16,37,141,73,0
61,1,0,8,43,218,61,0
78,4,18,30,46,153,88,0
104,1,2,22,22,165,77,0
101,12,5,19,26,110,85,0
90,5,8,21,40,179,81,0
110,6,8,39,38,167,89,0
110,3,2,17,29,140,76,0
120,0,3,21,45,222,87,0
57,3,0,18,45,123,78,0
103,5,3,22,38,127,81,0
41,3,11,42,42,97,83,0
70,0,2,21,29,140,78,0
97,0,3,27,55,199,81,0
136,9,7,31,38,167,89,0
84,7,2,31,37,123,79,0
109,12,9,15,59,156,94,0
89,1,6,27,42,107,73,0
86,3,0,34,41,185,84,0
132,6,4,40,27,171,95,0
92,16,6,41,45,137,86,0
119,1,0,37,31,199,72,0
72,3,1,18,21,214,81,0
133,1,2,37,48,245,97,0
81,5,18,25,42,111,80,0
101,8,2,24,34,126,89,0
46,22,2,23,23,70,65,0
95,0,12,40,60,154,87,0
75,0,0,18,31,296,67,0
105,9,2,24,33,151,85,0
62,5,4,15,31,88,67,0
123,6,14,36,35,180,93,0
131,0,1,38,52,182,85,0
96,4,1,22,67,109,78,0
107,12,8,36,40,114,83,0
120,0,0,77,16,180,65,0
109,3,2,27,29,146,79,0
70,7,1,28,26,126,79,0
60,1,2,20,17,278,71,0
86,5,1,48,42,199,88,0
135,3,1,22,44,179,82,0
41,0,0,18,34,204,62,0
81,3,1,22,45,105,76,0
89,0,2,27,40,158,84,0
88,9,0,30,27,163,78,0
2,0,0,5,42,31,18,0
98,16,13,51,46,178,94,0
87,7,9,30,36,118,83,0
93,7,9,26,41,141,80,0
144,3,1,31,46,184,86,0
115,0,4,27,21,155,83,0
100,4,11,23,39,127,82,0
62,0,0,13,54,270,63,0
79,1,1,25,41,214,80,0
95,5,4,32,51,169,93,0
84,9,4,23,35,110,80,0
75,0,3,14,35,266,69,0
70,5,2,20,32,107,69,0
60,9,0,7,15,105,70,0
133,13,3,20,39,195,90,0
119,0,1,32,41,196,88,0
129,3,0,24,24,191,72,0
84,1,8,25,42,142,81,0
99,9,2,47,32,146,85,0
110,3,7,27,46,145,81,0
95,0,1,22,33,206,75,0
107,1,0,38,52,140,75,0
103,2,1,30,48,159,87,0
88,1,0,24,37,162,76,0
69,0,2,4,36,106,76,0
59,3,5,17,41,108,74,0
92,3,1,35,26,160,83,0
76,0,0,17,37,265,63,0
128,2,2,44,31,162,92,0
120,3,2,31,34,158,99,0
71,11,5,18,59,136,81,0
84,0,1,23,42,137,76,0
92,13,10,20,57,144,91,0
122,6,5,54,46,216,99,0
113,6,3,25,34,143,83,0
87,0,0,7,43,231,70,0
62,0,0,74,23,194,57,0
71,5,3,17,17,118,78,0
49,0,3,14,22,176,64,0
34,0,0,17,17,192,45,0
80,11,1,21,28,152,77,0
57,4,2,9,17,98,55,0
95,10,2,40,38,160,78,0
58,0,1,23,22,93,57,0
67,0,1,10,35,173,64,0
105,6,6,33,49,160,93,0
55,0,1,46,29,130,52,0
86,1,1,21,46,181,86,0
73,0,1,24,95,147,64,0
81,23,14,18,18,106,90,0
82,8,2,31,37,135,86,0
90,2,1,23,23,110,82,0
132,2,2,29,36,166,90,0
105,1,4,70,67,235,80,0
71,5,5,26,27,161,87,0
89,4,4,21,28,115,84,0
154,2,3,40,48,181,85,0
74,1,1,13,25,181,75,0
133,3,2,19,48,196,81,0
46,2,3,16,34,89,72,0
115,8,5,43,56,166,87,0
84,2,3,24,42,187,76,0
105,7,4,22,41,102,82,0
95,2,1,26,40,140,82,0
56,1,0,12,45,110,65,0
81,5,3,34,42,165,85,0
140,1,6,32,58,197,92,0
73,1,14,11,36,97,72,0
137,7,10,24,43,237,91,0
77,7,5,30,37,111,85,0
114,5,2,45,36,175,85,0
66,5,3,45,17,93,74,0
94,2,5,28,51,133,82,0
102,0,1,23,31,151,79,0
80,4,2,10,32,110,80,0
101,9,4,33,43,152,85,0
98,6,3,27,33,128,87,0
96,3,1,23,30,139,78,0
77,0,2,16,26,212,71,0
111,5,1,44,35,160,85,0
107,9,4,31,37,181,88,0
67,5,0,15,26,101,72,0
108,3,10,26,32,116,85,0
117,6,1,40,39,170,82,0
90,6,7,23,53,194,89,0
129,9,2,26,42,163,85,0
67,4,3,9,25,108,78,0
43,0,0,6,23,91,53,0
75,0,0,19,29,278,70,0
117,13,3,32,39,217,91,0
97,0,3,38,32,145,81,0
94,0,0,28,21,128,81,0
120,3,0,20,18,155,77,0
32,5,0,22,21,89,59,0
122,3,2,39,46,162,86,0
109,1,4,24,39,203,86,0
85,6,8,36,33,119,82,0
71,1,0,18,33,174,85,0
100,3,8,23,59,159,84,0
110,1,2,32,36,141,69,0
85,4,7,21,34,135,77,0
68,2,2,21,40,91,70,0
93,4,11,12,44,112,82,0
104,0,0,35,31,176,84,0
68,4,5,16,32,96,80,0
86,3,0,32,41,118,80,0
84,4,9,29,32,110,73,0
109,5,9,34,43,166,86,0
110,1,1,16,47,128,72,0
60,4,13,14,31,130,69,0
142,2,4,14,56,196,85,0
28,2,0,19,35,70,45,0
51,1,0,24,29,117,80,0
102,1,4,23,62,156,89,0
99,7,6,23,37,180,86,0
88,8,6,13,49,136,84,0
110,11,1,31,30,155,86,0
120,7,2,40,47,184,89,0
87,3,3,24,45,165,93,0
127,11,5,28,41,174,85,0
85,7,8,14,36,190,92,0
66,0,0,16,14,239,58,0
141,0,7,54,52,215,94,0
86,2,1,14,37,242,67,0
121,2,4,34,26,158,82,0
95,1,0,17,25,170,71,0
115,6,1,22,34,142,76,0
142,2,1,63,37,198,98,0
55,5,1,9,41,125,81,0
97,5,1,25,21,132,79,0
126,5,2,57,49,189,95,0
132,7,6,27,48,189,95,0
83,13,2,17,54,232,88,0
76,7,9,36,37,125,85,0
67,0,2,38,30,156,74,0
138,12,4,41,49,230,95,0
93,5,1,19,41,136,86,0
104,10,4,38,32,133,85,0
99,4,3,46,43,172,83,0
134,4,4,37,47,205,94,0
44,9,1,25,36,119,75,0
103,3,2,14,32,139,75,0
84,7,3,26,28,165,80,0
89,4,2,39,55,188,93,0
71,5,1,15,34,116,78,0
139,5,6,30,61,199,90,0
76,4,2,12,24,214,69,0
55,2,1,19,39,126,85,0
121,1,0,49,48,129,78,0
75,0,6,24,41,136,73,0
112,12,6,23,35,139,79,0
85,6,6,28,31,168,84,0
83,2,4,11,16,99,63,0
66,0,0,26,22,126,56,0
110,3,6,37,31,220,92,0
77,6,13,16,32,115,71,0
77,1,2,24,56,187,85,0
88,2,10,11,38,142,85,0
93,2,8,18,30,131,82,0
120,15,23,22,52,160,95,0
131,11,0,33,41,134,81,0
154,15,12,49,59,204,94,0
76,1,2,23,33,107,74,0
68,0,1,17,18,117,70,0
56,2,1,19,42,105,75,0
108,0,1,50,47,163,80,0
106,4,7,16,44,159,84,0
113,5,2,29,32,141,87,0
67,0,6,34,61,143,70,0
149,5,7,33,54,228,96,0
116,9,0,34,31,141,90,1
66,7,1,26,18,87,65,1
93,1,1,30,34,127,83,1
166,9,2,37,39,203,89,1
94,35,0,18,27,119,79,1
99,8,5,23,14,151,87,1
87,2,0,29,24,138,77,1
78,3,0,27,33,134,78,1
82,4,2,23,33,134,71,1
123,20,5,42,39,180,88,1
77,7,0,23,39,220,88,1
91,2,0,28,34,145,76,1
78,0,0,26,31,137,64,1
153,30,0,38,56,237,91,1
90,4,1,34,31,142,90,1
118,19,5,26,39,157,90,1
96,10,3,37,37,244,85,1
115,28,53,24,72,172,88,1
129,6,0,33,32,219,77,1
131,31,0,21,25,171,84,1
139,4,10,29,49,167,86,1
81,3,1,10,38,96,72,1
164,21,3,34,46,198,94,1
129,15,20,34,48,205,95,1
75,11,2,15,26,125,85,1
114,21,3,31,53,142,96,1
81,0,1,24,36,145,84,1
83,0,1,24,36,145,84,1
106,2,2,25,42,176,76,1
35,8,0,12,8,124,51,1
32,0,0,17,22,65,35,1
113,13,1,29,53,192,87,1
83,1,0,31,32,166,81,1
118,2,2,42,26,181,96,1
176,5,0,34,57,240,89,1
95,8,1,13,19,113,77,1
112,14,2,25,29,170,94,1
131,0,3,44,48,177,84,1
72,1,1,11,16,107,64,1
109,9,1,28,22,143,86,1
87,0,4,22,35,230,75,1
90,12,10,25,28,155,82,1
110,6,4,27,32,155,88,1
103,5,0,20,22,124,87,1
101,2,1,18,31,180,79,1
88,3,0,19,34,176,80,1
148,14,0,36,49,211,91,1
73,0,0,45,31,212,74,1
116,6,11,26,45,225,85,1
163,14,4,32,58,244,97,1
104,2,0,29,29,131,73,1
118,1,0,47,50,216,84,1
150,12,10,41,50,206,93,1
111,15,0,20,28,163,87,1
163,0,2,44,33,261,98,1
126,17,0,35,39,162,89,1
79,8,0,19,21,128,74,1
128,12,5,39,50,168,96,1
124,15,0,27,40,196,89,1
102,6,0,29,40,175,83,1
118,4,8,46,42,169,85,1
125,8,6,34,21,161,88,1
99,5,0,24,37,166,82,1
126,13,0,23,36,196,90,1
94,6,0,23,36,138,77,1
113,1,0,51,45,174,87,1
120,5,1,37,22,144,81,1
126,4,4,36,43,181,92,1
132,13,0,24,42,197,88,1
65,0,0,36,14,128,47,1
106,23,0,15,53,147,87,1
160,8,2,34,28,205,97,1
79,1,7,33,37,157,90,1
67,3,4,12,41,119,76,1
72,1,0,65,23,165,78,1
62,0,0,46,20,166,57,1
123,7,1,41,45,203,96,1
132,8,6,30,35,215,89,1
106,0,0,43,30,190,81,1
78,3,4,40,25,183,69,1
40,0,0,12,10,48,60,1
68,10,9,17,29,149,90,1
109,16,13,26,37,117,87,1
141,5,1,32,40,195,88,1
122,1,2,19,43,190,86,1
127,9,2,29,38,183,91,1
107,20,7,26,33,154,73,1
74,1,0,16,25,187,69,1
156,16,1,44,32,215,91,1
125,12,2,33,37,158,88,1
140,16,2,26,42,194,87,1
164,6,0,3,34,184,74,1
93,2,3,36,56,202,97,1
126,0,1,42,37,202,78,1
139,8,3,59,31,201,92,1
104,22,0,22,36,167,78,1
72,3,0,38,33,158,63,1
133,1,1,47,29,156,81,1
148,18,1,38,31,208,94,1
129,0,0,30,34,196,87,1
105,20,4,25,37,155,93,1
120,12,0,28,23,144,84,1
72,15,5,20,34,91,80,1
73,1,0,42,38,185,78,1
94,11,1,20,36,131,86,1
118,2,0,21,31,194,78,1
150,3,0,20,71,180,80,1
91,7,0,16,24,134,82,1
64,10,1,26,22,144,78,1
78,1,1,23,58,101,73,1
88,12,0,26,38,291,89,1
83,1,0,27,25,211,79,1
77,1,0,27,26,153,75,1
58,1,0,106,12,136,44,1
109,3,4,29,30,168,85,1
156,4,0,73,37,193,90,1
65,1,2,11,27,140,60,1
117,0,0,26,40,139,78,1
43,3,0,13,14,109,56,1
119,3,6,42,48,186,82,1
94,5,0,33,35,149,77,1
89,2,2,20,36,134,84,1
103,2,0,46,23,148,79,1
114,5,9,27,24,221,89,1
97,7,1,14,28,146,76,1
112,8,3,24,45,217,87,1
128,9,0,29,47,143,83,1
109,1,1,18,31,151,89,1
65,3,1,27,20,95,71,1
116,20,0,26,24,134,88,1
135,10,1,30,40,171,88,1
71,1,0,43,30,124,77,1
98,3,2,39,31,207,76,1
109,0,1,30,53,164,79,1
95,18,6,26,36,129,83,1
80,16,1,24,21,139,80,1
102,6,0,27,39,169,68,1
105,3,0,37,49,217,85,1
169,6,4,49,44,216,91,1
86,9,1,21,39,140,89,1
148,0,1,115,125,135,53,1
98,28,3,31,36,149,87,1
91,10,3,20,31,141,92,1
125,9,4,29,31,147,82,1
113,12,3,27,44,168,81,1
135,4,0,24,26,263,84,1
86,2,1,11,23,104,68,1
125,26,4,17,36,213,87,1
80,7,2,29,15,128,74,1
105,5,11,22,53,178,88,1
108,0,6,30,29,141,84,1
147,8,1,29,37,185,94,1
130,16,0,39,34,158,89,1
111,0,2,21,25,246,69,1
35,1,0,2,10,44,27,1
92,3,2,16,44,124,80,1
128,35,1,24,48,178,91,1
134,1,1,41,44,217,89,1
61,5,6,35,41,137,79,1
156,0,1,25,49,280,78,1
94,3,0,15,32,129,75,1
117,7,0,32,32,176,82,1
123,3,6,19,31,123,94,1
119,30,0,42,35,182,85,1
74,5,0,26,27,96,68,1
103,14,0,31,36,153,84,1
113,19,4,21,42,168,98,1
101,0,0,34,27,154,81,1
133,6,0,32,31,175,92,1
112,0,0,44,21,181,42,1
127,4,1,18,37,147,79,1
127,5,0,43,28,229,92,1
202,2,10,42,58,235,93,1
131,18,0,40,43,167,96,1
125,4,8,52,54,171,89,1
113,12,3,20,18,158,88,1
48,1,0,22,30,66,59,1
106,0,1,15,41,207,77,1
100,2,1,35,20,149,75,1
98,3,3,12,23,150,74,1
44,0,0,50,50,195,53,1
94,6,1,18,37,202,91,1
101,6,5,24,46,137,85,1
114,6,2,28,14,147,91,1
105,5,2,41,44,163,82,1
80,3,3,25,45,105,77,1
100,13,9,24,21,141,83,1
66,1,2,27,18,126,66,1
140,5,0,38,41,176,86,1
113,17,0,39,37,148,86,1
104,1,2,36,35,184,88,1
151,18,0,29,53,188,89,1
94,0,0,13,37,154,49,1
48,0,3,35,51,207,66,1
65,18,17,24,28,81,72,1
105,0,1,27,28,132,70,1
113,2,1,40,31,161,79,1
96,0,4,22,48,165,83,1
133,6,3,29,43,152,89,1
92,19,1,24,38,126,89,1
108,1,2,10,31,148,75,1
102,13,2,20,33,108,83,1
114,5,0,13,39,163,77,1
130,4,1,21,67,158,86,1
142,0,0,32,52,190,86,1
118,4,11,24,68,154,81,1
88,2,5,21,45,152,82,1
107,8,4,18,48,137,91,1
106,6,5,24,46,128,80,1
163,4,0,46,29,183,96,1
70,2,2,17,19,129,69,1
113,3,1,13,37,125,79,1
119,7,1,37,36,215,86,1
127,3,2,22,25,190,80,1
122,3,1,34,31,183,86,1
56,5,2,23,21,87,62,1
165,21,1,33,49,180,95,1
107,6,7,34,43,170,83,1
105,0,0,23,35,197,68,1
79,4,0,14,24,122,72,1
106,23,0,26,31,168,82,1
144,1,1,105,86,137,41,1
138,12,0,29,34,179,93,1
108,17,10,24,58,146,91,1
162,8,2,42,48,173,95,1
108,9,0,19,20,170,83,1
124,0,0,49,22,228,84,1
121,7,0,28,27,151,90,1
182,15,0,59,47,232,101,1
82,10,1,17,23,111,70,1
79,1,0,23,22,177,50,1
88,7,4,32,21,123,86,1
106,3,0,27,32,185,79,1
159,3,1,38,34,206,92,1
85,7,0,29,27,118,78,1
120,25,3,27,46,188,90,1
102,14,18,44,34,178,85,1
110,9,3,42,33,153,89,1
95,16,1,14,32,115,70,1
34,0,0,65,28,126,56,1
92,9,0,21,38,129,77,1
140,9,1,52,39,202,90,1
124,12,4,31,35,173,90,1
74,0,0,19,31,134,61,1
104,15,2,12,25,110,85,1
125,3,2,31,20,257,88,1
93,0,0,26,16,195,46,1
88,3,1,14,41,190,80,1
80,1,0,39,29,148,78,1
82,0,0,14,42,268,71,1
81,11,3,18,44,124,74,1
90,13,1,12,38,182,89,1
109,8,2,23,34,134,84,1
100,13,8,35,52,140,86,1
148,2,5,45,60,231,93,1
120,2,0,39,33,166,77,1
74,0,2,15,24,149,72,1
173,3,4,38,35,211,94,1
147,2,1,24,33,229,93,1
92,7,0,23,23,128,69,1
143,0,0,103,105,133,53,1
84,4,5,29,49,154,84,1
110,2,0,13,38,154,79,1
98,23,5,30,27,141,81,1
122,11,3,30,22,178,88,1
93,11,1,19,45,164,89,1
117,2,0,25,42,182,82,1
141,8,7,38,41,197,87,1
85,21,2,15,32,102,72,1
116,1,0,49,27,194,88,1
103,4,4,17,24,142,80,1
147,4,2,39,35,248,81,1
73,0,1,31,46,93,73,1
96,1,3,31,27,251,55,1
103,20,0,33,31,155,89,1
119,20,1,30,37,177,86,1
100,8,4,30,27,205,89,1
129,46,22,45,40,190,85,1
86,12,0,12,38,124,82,1
104,0,0,34,39,178,69,1
101,8,3,22,32,133,78,1
134,15,4,42,27,204,87,1
131,5,0,10,31,182,83,1
121,5,8,56,58,183,84,1
69,0,2,9,85,131,32,1
88,13,7,34,24,111,80,1
68,1,1,18,31,125,74,1
150,23,6,36,47,180,88,1
116,8,0,18,42,177,92,1
101,17,3,15,39,128,87,1
152,15,4,36,65,208,92,1
129,2,2,29,52,170,95,1
124,0,0,43,25,166,86,1
145,10,0,25,47,190,89,1
111,11,1,36,28,149,86,1
92,2,0,25,33,155,78,1
136,5,2,37,28,210,93,1
120,10,0,33,26,139,86,1
116,1,8,21,41,231,85,1
136,2,0,40,38,191,83,1
74,2,2,17,25,135,74,0
80,3,1,17,43,115,77,0
69,2,1,22,36,94,75,0
96,0,0,21,54,171,90,0
120,11,5,19,56,185,90,0
89,0,3,13,29,98,75,0
97,20,18,27,46,172,89,0
112,8,4,57,42,163,90,0
108,14,3,33,39,200,93,0
21,0,0,18,15,50,26,0
38,1,1,6,14,39,38,0
107,2,5,32,54,171,85,0
112,2,1,39,49,226,88,0
83,0,0,17,51,280,64,0
162,0,0,102,111,364,36,0
50,0,3,2,21,132,31,0
87,16,5,15,30,109,88,0
103,1,5,42,33,145,80,0
76,0,3,26,40,117,68,0
91,1,2,41,55,137,87,0
33,2,7,13,25,106,63,0
81,13,4,14,25,114,77,0
95,6,1,19,41,159,86,0
159,10,1,27,41,189,87,0
99,1,3,32,57,119,75,0
73,0,1,20,37,150,74,0
78,0,2,13,60,94,56,0
121,17,3,51,58,236,95,0
112,8,5,30,55,202,88,0
104,3,0,35,69,209,81,0
46,1,3,10,39,216,55,0
98,2,6,37,62,163,90,0
107,4,5,24,36,151,80,0
110,0,0,21,50,163,85,0
60,8,1,15,35,90,76,0
96,3,2,37,31,143,82,0
60,4,0,7,28,138,67,0
50,1,0,36,35,153,66,0
120,6,7,30,35,147,87,0
60,0,0,17,36,47,42,0
102,1,3,29,29,196,90,0
66,3,0,35,44,95,59,0
93,1,1,44,35,147,80,0
64,4,0,6,33,127,70,0
63,7,3,21,23,76,69,0
107,1,0,8,32,188,58,0
119,4,4,25,53,160,86,0
75,11,2,22,49,158,83,0
56,0,0,20,20,129,53,0
106,5,9,18,41,141,83,0
29,0,1,9,26,42,51,0
99,4,2,30,41,149,91,0
114,0,5,40,52,176,92,0
64,1,1,21,33,98,70,0
110,3,3,32,45,178,86,0
14,0,0,5,7,59,28,0
53,3,0,32,43,117,79,0
100,0,0,0,0,300,5,0
99,9,1,17,50,111,76,0
102,20,5,31,32,131,88,0
117,0,0,28,59,179,81,0
100,3,0,38,33,132,81,0
76,1,4,15,37,92,72,0
53,2,2,16,30,124,61,0
118,2,0,28,32,181,80,0
139,0,2,49,34,224,83,0
89,0,2,17,39,233,75,0
72,3,7,19,32,86,81,0
86,4,5,17,33,141,80,0
101,1,0,19,27,154,81,0
105,1,2,36,55,196,85,0
63,0,0,17,20,126,70,0
64,3,0,10,42,98,72,0
113,5,2,26,46,173,87,0
65,4,0,13,29,113,79,0
116,7,3,28,49,176,89,0
134,2,13,38,71,218,94,0
91,4,5,16,53,165,86,0
83,2,7,32,31,139,85,0
144,2,2,39,38,227,97,0
85,2,7,27,49,125,79,0
95,6,2,36,41,137,94,0
81,0,0,22,38,138,71,0
95,0,0,0,0,104,12,0
71,16,16,24,22,104,84,0
109,1,2,43,47,212,89,0
117,2,13,33,32,164,89,0
102,13,19,20,34,139,96,0
125,14,3,37,62,239,95,0
35,0,3,22,21,47,69,0
128,22,4,41,51,222,88,0
91,1,0,39,28,201,76,0
105,5,3,29,39,180,83,0
130,37,160,25,110,289,92,0
90,13,4,24,51,280,83,0
74,9,12,14,52,102,82,0
59,0,6,16,26,99,76,0
50,6,2,24,36,114,79,0
78,1,1,7,20,135,41,0
86,3,0,16,53,251,64,0
54,0,8,10,57,93,82,0
58,3,4,18,45,102,77,0
53,2,1,13,26,78,67,0
134,1,0,54,33,195,91,0
87,0,0,22,54,131,68,0
53,4,4,30,47,100,74,0
61,0,0,55,38,120,61,0
121,5,1,37,42,218,84,0
61,2,6,14,46,94,69,0
94,3,4,32,34,126,83,0
97,1,2,33,47,157,84,0
95,6,7,25,44,140,88,0
102,4,5,14,29,123,78,0
100,0,2,19,41,130,76,0
120,5,3,24,29,168,90,0
73,13,0,19,30,155,83,0
121,0,0,27,52,159,77,0
110,1,3,63,30,178,74,0
102,22,2,44,54,196,96,0
117,6,2,24,37,180,85,0
120,6,1,54,31,145,85,1
142,1,0,26,49,250,89,1
164,7,1,51,33,173,90,1
164,4,0,24,44,206,89,1
117,14,31,33,30,153,87,1
116,1,0,36,34,155,82,1
99,16,2,19,39,136,82,1
47,0,0,40,26,223,42,1
85,5,9,28,29,107,79,1
182,12,1,39,43,256,98,1
82,0,3,25,21,314,63,1
126,1,2,26,47,160,95,1
180,12,5,29,83,205,88,1
96,0,0,36,33,150,78,1
152,1,6,26,29,268,86,1
111,1,2,35,29,149,93,1
102,0,1,20,16,174,67,1
192,19,2,30,49,272,94,1
84,4,0,25,30,101,73,1
96,7,12,18,38,175,88,1
75,0,0,37,27,132,64,1
121,8,8,30,32,244,92,1
80,0,0,87,47,166,70,1
95,25,5,25,34,126,82,1
39,3,0,13,33,209,48,1
79,15,5,14,20,113,85,1
86,0,0,30,22,143,69,1
127,11,9,40,38,213,94,1
150,17,0,41,73,194,84,1
127,15,4,25,45,195,91,1
116,2,0,36,32,196,86,1
91,4,3,12,36,110,79,1
153,1,0,44,51,220,90,1
75,9,12,25,26,113,77,1
138,9,6,47,28,189,87,1
69,15,0,17,19,72,68,1
108,6,11,29,40,120,85,1
67,9,2,15,25,101,80,1
75,0,0,61,63,192,71,1
96,8,4,25,36,136,84,1
76,4,0,16,26,87,72,1
160,2,0,49,51,206,88,1
125,7,0,10,18,171,73,1
99,4,0,13,27,257,67,1
58,7,0,20,16,89,77,1
141,2,2,51,44,198,96,1
101,6,4,25,71,194,90,1
104,1,0,30,37,165,65,1
104,1,2,13,34,151,82,1
77,0,3,10,53,170,79,1
102,5,2,26,29,124,84,1
85,2,0,27,35,145,77,1
103,6,3,20,14,192,85,1
92,2,1,34,38,198,80,1
121,51,0,36,41,214,91,1
115,3,0,45,33,171,78,1
116,16,1,29,40,186,80,1
141,6,4,31,30,160,90,1
155,1,0,36,55,230,82,1
154,7,2,35,36,217,85,1
95,1,1,31,30,128,79,1
86,9,5,46,52,150,89,1
81,5,1,29,30,98,76,1
69,3,0,38,29,132,80,1
107,8,2,27,39,140,89,1
102,10,4,24,44,179,83,1
119,8,0,25,34,165,90,1
106,13,0,23,33,171,85,1
65,4,1,19,29,114,70,1
110,11,4,35,37,155,84,1
110,8,13,39,25,120,88,1
88,12,11,11,56,177,90,1
123,21,1,33,38,192,88,1
142,0,3,43,59,192,74,1
74,3,1,29,39,131,75,1
111,2,4,19,39,148,66,1
127,4,3,27,37,247,90,1
